"DaysSince";"NumberOfRooms";"Address";"GlobalId";"Price";"AgentId";"AgentName";"MobileURL";"PlotArea";"Postcode";"Products";"URL";"SalesStatus";"WGS84_X";"WGS84_Y";"LivingArea";"City";"PropertyType"
6 weken;2;Hondsrug 247;3858497;150000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3858497;NA;3524BW;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49203850-hondsrug-247/;Verkocht onder voorbehoud;5.137293;52.06417;57;Utrecht;appartement
6 weken;3;Rooseveltlaan 448;3854322;199000;17354;EELMANNIENHUYS Makelaars + Taxateurs;http://m.funda.nl/obj.aspx?goi=3854322;NA;3527AR;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49209785-rooseveltlaan-448/;Verkocht onder voorbehoud;5.08826;52.07312;76;Utrecht;appartement
7 weken;3;Gazellestraat 132;3848192;235000;17111;Lauteslager Makelaars;http://m.funda.nl/obj.aspx?goi=3848192;NA;3523SZ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49293555-gazellestraat-132/;Verkocht onder voorbehoud;5.129576;52.0733;66;Utrecht;appartement
8 weken;3;Marshalllaan 139 D;3841240;159000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3841240;NA;3527TD;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49296603-marshalllaan-139-d/;Verkocht onder voorbehoud;5.08807;52.0759;66;Utrecht;appartement
2 maanden;3;Fortunadreef 53;3832128;225000;17222;Brecheisen Makelaars Vleuten / De Meern B.V.;http://m.funda.nl/obj.aspx?goi=3832128;NA;3561EA;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49287581-fortunadreef-53/;OnderBod;5.128743;52.11575;83;Utrecht;appartement
3 maanden;1;Admiraal van Gentstraat 18 b;3778747;139000;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3778747;NA;3572XL;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49123100-admiraal-van-gentstraat-18-b/;Verkocht onder voorbehoud;5.136975;52.10072;26;Utrecht;appartement
4 maanden;3;Springweg 482;3755513;220000;17111;Lauteslager Makelaars;http://m.funda.nl/obj.aspx?goi=3755513;NA;3511VZ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49100976-springweg-482/;Verkocht onder voorbehoud;5.12044;52.0862;31;Utrecht;appartement
6+ maanden;2;Amsterdamsestraatweg 871 BE;3641968;150000;17352;Beumer Garantiemakelaars;http://m.funda.nl/obj.aspx?goi=3641968;NA;3555HL;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49096321-amsterdamsestraatweg-871-be/;Verkocht onder voorbehoud;5.07322;52.1165;44;Utrecht;appartement
6+ maanden;1;Riouwstraat 83;2440345;97500;7105;De Plaatselijke Makelaar Utrecht b.v.;http://m.funda.nl/obj.aspx?goi=2440345;NA;3531CW;Brochure;http://www.funda.nl/koop/utrecht/appartement-48895708-riouwstraat-83/;StatusBeschikbaar;5.101056;52.09082;18;Utrecht;appartement
Vandaag;1;F.C. Dondersstraat 20 -8;3902558;1e+05;62847;Domvast B.V.;http://m.funda.nl/obj.aspx?goi=3902558;NA;3572JH;Brochure;http://www.funda.nl/koop/utrecht/appartement-85711557-fc-dondersstraat-20-8/;StatusBeschikbaar;5.138361;52.09645;21;Utrecht;appartement
Vandaag;2;Eerste Oosterparklaan 90 C;3902085;189000;63130;StartHousing;http://m.funda.nl/obj.aspx?goi=3902085;NA;3544AK;list();http://www.funda.nl/koop/utrecht/appartement-85711084-eerste-oosterparklaan-90-c/;StatusBeschikbaar;5.05439;52.0885;65;Utrecht;appartement
8 augustus 2017;3;Weltevredenstraat 7;3898292;192500;17395;Van Scherpenzeel Makelaars;http://m.funda.nl/obj.aspx?goi=3898292;NA;3531XP;Brochure;http://www.funda.nl/koop/utrecht/appartement-49243655-weltevredenstraat-7/;StatusBeschikbaar;5.08617;52.0943;62;Utrecht;appartement
2 augustus 2017;5;Otterstraat 84 Bis;3892974;369000;17123;Bas Makelaars;http://m.funda.nl/obj.aspx?goi=3892974;NA;3513CP;Brochure;http://www.funda.nl/koop/utrecht/appartement-49247337-otterstraat-84-bis/;StatusBeschikbaar;5.109063;52.09792;92;Utrecht;appartement
2 weken;3;Antonius Matthaeuslaan 55;3891006;295000;62646;Wij Makelaardij;http://m.funda.nl/obj.aspx?goi=3891006;NA;3515AP;Brochure;http://www.funda.nl/koop/utrecht/appartement-85600005-antonius-matthaeuslaan-55/;StatusBeschikbaar;5.121486;52.10425;72;Utrecht;appartement
2 weken;3;Vossegatselaan 39;3885046;275000;17326;Paul Dijkstra Makelaars B.V.;http://m.funda.nl/obj.aspx?goi=3885046;NA;3583RP;Brochure;http://www.funda.nl/koop/utrecht/appartement-49230409-vossegatselaan-39/;StatusBeschikbaar;5.14228;52.0822;92;Utrecht;appartement
4 weken;3;Van Alphenstraat 54 -1;3876737;277500;17331;Brouwer Makelaars;http://m.funda.nl/obj.aspx?goi=3876737;NA;3581JD;list();http://www.funda.nl/koop/utrecht/appartement-49221190-van-alphenstraat-54-1/;StatusBeschikbaar;5.138763;52.09077;62;Utrecht;appartement
4 weken;3;Oppenheimplein 8 a;3874658;399000;17402;Grifhorst Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3874658;NA;3551BN;list();http://www.funda.nl/koop/utrecht/appartement-49229011-oppenheimplein-8-a/;StatusBeschikbaar;5.095601;52.10431;108;Utrecht;appartement
7 weken;2;Van Eysingalaan 200;3852582;148500;7105;De Plaatselijke Makelaar Utrecht b.v.;http://m.funda.nl/obj.aspx?goi=3852582;NA;3527VR;Brochure;http://www.funda.nl/koop/utrecht/appartement-49207945-van-eysingalaan-200/;StatusBeschikbaar;5.096081;52.07792;50;Utrecht;appartement
2 maanden;7;Nieuwegracht 34 A;3807844;1180000;17111;Lauteslager Makelaars;http://m.funda.nl/obj.aspx?goi=3807844;NA;3512LS;Brochure;http://www.funda.nl/koop/utrecht/appartement-49252207-nieuwegracht-34-a/;StatusBeschikbaar;5.124869;52.08865;280;Utrecht;appartement
3 maanden;2;Laan van Nieuw-Guinea 95 Bis;3791658;2e+05;17410;Rosenberg Van Leusden Makelaars;http://m.funda.nl/obj.aspx?goi=3791658;NA;3531JE;list();http://www.funda.nl/koop/utrecht/appartement-49146011-laan-van-nieuw-guinea-95-bis/;StatusBeschikbaar;5.087546;52.09264;65;Utrecht;appartement
3 maanden;4;Kruisdwarsstraat 53 bis;3775861;390000;17005;Van Bokhorst & Van Erp Makelaars;http://m.funda.nl/obj.aspx?goi=3775861;NA;3581GM;Brochure;http://www.funda.nl/koop/utrecht/appartement-49120224-kruisdwarsstraat-53-bis/;StatusBeschikbaar;5.131765;52.09365;93;Utrecht;appartement
4 maanden;4;Laan van Nieuw-Guinea 111 bis;3726530;239000;24764;e-makelaar;http://m.funda.nl/obj.aspx?goi=3726530;NA;3531JG;list();http://www.funda.nl/koop/utrecht/appartement-49171993-laan-van-nieuw-guinea-111-bis/;StatusBeschikbaar;5.086913;52.09304;85;Utrecht;appartement
6+ maanden;2;Korte Lauwerstraat 10 e;3558203;235000;14297;HUYSSHOP Internetmakelaar;http://m.funda.nl/obj.aspx?goi=3558203;NA;3512VE;Brochure;http://www.funda.nl/koop/utrecht/appartement-49903666-korte-lauwerstraat-10-e/;StatusBeschikbaar;5.119038;52.09554;50;Utrecht;appartement
6+ maanden;4;Aziëlaan 404;3551999;219500;14297;HUYSSHOP Internetmakelaar;http://m.funda.nl/obj.aspx?goi=3551999;NA;3526SM;Brochure;http://www.funda.nl/koop/utrecht/appartement-49906352-azielaan-404/;StatusBeschikbaar;5.10491;52.0662;102;Utrecht;appartement
6+ maanden;3;Prinses Irenelaan 180;3550921;239000;62615;Aldem Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3550921;NA;3554HH;list();http://www.funda.nl/koop/utrecht/appartement-85369920-prinses-irenelaan-180/;StatusBeschikbaar;5.088392;52.11694;103;Utrecht;appartement
6+ maanden;2;Bakhuizen van den Brinkstraat 2 3;3217470;97500;17413;IREA Makelaars BV;http://m.funda.nl/obj.aspx?goi=3217470;NA;3532GE;list();http://www.funda.nl/koop/utrecht/appartement-49662833-bakhuizen-van-den-brinkstraat-2-3/;StatusBeschikbaar;5.097229;52.09418;21;Utrecht;appartement
6+ maanden;3;Johan de Meesterstraat 83;3049562;309500;14297;HUYSSHOP Internetmakelaar;http://m.funda.nl/obj.aspx?goi=3049562;NA;3532EJ;Brochure;http://www.funda.nl/koop/utrecht/appartement-49494925-johan-de-meesterstraat-83/;StatusBeschikbaar;5.093308;52.09544;104;Utrecht;appartement
6+ maanden;3;Humberdreef 70;2575407;224950;14297;HUYSSHOP Internetmakelaar;http://m.funda.nl/obj.aspx?goi=2575407;NA;3562HG;Brochure;http://www.funda.nl/koop/utrecht/appartement-48920860-humberdreef-70/;StatusBeschikbaar;5.113513;52.11839;105;Utrecht;appartement
6+ maanden;3;Werner Helmichstraat 91;2193570;189000;17179;Ludenhoff Groep Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=2193570;NA;3553JV;Brochure;http://www.funda.nl/koop/utrecht/appartement-48548933-werner-helmichstraat-91/;StatusBeschikbaar;5.092061;52.10842;65;Utrecht;appartement
6+ maanden;1;C. van Maasdijkstraat 78;2161128;97500;24749;Zelfverkopen.nl;http://m.funda.nl/obj.aspx?goi=2161128;NA;3555VP;Brochure;http://www.funda.nl/koop/utrecht/appartement-48516581-c-van-maasdijkstraat-78/;StatusBeschikbaar;5.078998;52.11348;27;Utrecht;appartement
6+ maanden;1;F.C. Dondersstraat 20 S-7;2147379;1e+05;17179;Ludenhoff Groep Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=2147379;NA;3572JH;Brochure;http://www.funda.nl/koop/utrecht/appartement-48592732-fc-dondersstraat-20-s-7/;StatusBeschikbaar;5.138479;52.09653;20;Utrecht;appartement
6+ maanden;1;C. van Maasdijkstraat 36 S4;1718546;95000;17179;Ludenhoff Groep Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=1718546;NA;3555VP;Brochure;http://www.funda.nl/koop/utrecht/appartement-47163909-c-van-maasdijkstraat-36-s4/;StatusBeschikbaar;5.08021;52.1128;23;Utrecht;appartement
2 maanden;5;Zandhofsestraat 72;3833485;550000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3833485;88;3572GJ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49288848-zandhofsestraat-72/;Verkocht onder voorbehoud;5.132297;52.09855;129;Utrecht;woonhuis
2 maanden;6;Adriaan Menninckkwartier 39;3833178;415000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3833178;90;3554CS;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49288531-adriaan-menninckkwartier-39/;Verkocht onder voorbehoud;5.099657;52.11169;163;Utrecht;woonhuis
3 maanden;7;Prof. Fischerlaan 51;3792900;570000;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3792900;137;3572MA;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49147363-prof-fischerlaan-51/;Verkocht onder voorbehoud;5.140998;52.10203;192;Utrecht;woonhuis
4 maanden;4;Hermannus Elconiusstraat 102;3741856;2e+05;17408;Woningadviseurs;http://m.funda.nl/obj.aspx?goi=3741856;64;3553VH;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49196219-hermannus-elconiusstraat-102/;Verkocht onder voorbehoud;5.088086;52.10835;67;Utrecht;woonhuis
2 maanden;2;Zamenhofdreef 10 a;3815125;140000;63280;Pegasus Vastgoed;http://m.funda.nl/obj.aspx?goi=3815125;NA;3562JW;list();http://www.funda.nl/koop/utrecht/appartement-85624124-zamenhofdreef-10-a/;StatusBeschikbaar;5.111807;52.11554;46;Utrecht;appartement
2 augustus 2017;5;Boerhaavelaan 53;3894620;299000;17143;OVERDUYN MAKELAARS;http://m.funda.nl/obj.aspx?goi=3894620;169;3552CW;list();http://www.funda.nl/koop/utrecht/huis-49249083-boerhaavelaan-53/;StatusBeschikbaar;5.100872;52.1053;99;Utrecht;woonhuis
6 weken;3;Abstederdijk 103;3862335;369000;63270;Makelaarswinkel B.V.;http://m.funda.nl/obj.aspx?goi=3862335;102;3582BC;list();http://www.funda.nl/koop/utrecht/huis-85671334-abstederdijk-103/;StatusBeschikbaar;5.128604;52.08281;88;Utrecht;woonhuis
6 weken;5;Nieuwegracht 137 A;3860255;890000;24569;Van Baerle Makelaars;http://m.funda.nl/obj.aspx?goi=3860255;NA;3512LK;list();http://www.funda.nl/koop/utrecht/huis-49215618-nieuwegracht-137-a/;StatusBeschikbaar;5.1264;52.08626;180;Utrecht;woonhuis
7 weken;4;Eschersingel 28;3845677;255000;60804;Help To Sell;http://m.funda.nl/obj.aspx?goi=3845677;45;3544ML;Brochure;http://www.funda.nl/koop/utrecht/huis-85654676-eschersingel-28/;StatusBeschikbaar;5.039203;52.09667;100;Utrecht;woonhuis
7 weken;8;Duurstedelaan 24;3845173;6e+05;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3845173;926;3525AR;Brochure;http://www.funda.nl/koop/utrecht/huis-49290536-duurstedelaan-24/;StatusBeschikbaar;5.11965;52.06342;677;Utrecht;woonhuis
8 weken;4;Katherijn van Leemputdreef 16;3843026;269000;62615;Aldem Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3843026;109;3561TM;list();http://www.funda.nl/koop/utrecht/huis-85652025-katherijn-van-leemputdreef-16/;StatusBeschikbaar;5.129101;52.1119;93;Utrecht;woonhuis
2 maanden;8;Maliebaan 123;3826848;1185000;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3826848;231;3581CK;list();http://www.funda.nl/koop/utrecht/huis-49271201-maliebaan-123/;StatusBeschikbaar;5.136868;52.09311;267;Utrecht;woonhuis
7 weken;3;Abstederdijk 64;3847976;348000;17111;Lauteslager Makelaars;http://m.funda.nl/obj.aspx?goi=3847976;73;3582BR;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49292339-abstederdijk-64/;Verkocht onder voorbehoud;5.130053;52.0838;64;Utrecht;woonhuis
2 maanden;3;Theo van Doesburgstraat 109;3818369;235000;17228;Beumer Garantiemakelaars;http://m.funda.nl/obj.aspx?goi=3818369;54;3544MK;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49263722-theo-van-doesburgstraat-109/;Verkocht onder voorbehoud;5.041437;52.09774;80;Utrecht;woonhuis
4 maanden;5;Meredith Willsonstraat 45;3741247;450000;17228;Beumer Garantiemakelaars;http://m.funda.nl/obj.aspx?goi=3741247;273;3543DM;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49196600-meredith-willsonstraat-45/;Verkocht onder voorbehoud;5.049049;52.10518;155;Utrecht;woonhuis
3 weken;4;Vleutenseweg 211;3883017;275000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3883017;NA;3532HC;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49238470-vleutenseweg-211/;Verkocht onder voorbehoud;5.100419;52.09325;95;Utrecht;appartement
4 weken;3;Zaagmolenkade 17;3872684;299000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3872684;NA;3515AB;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49227047-zaagmolenkade-17/;Verkocht onder voorbehoud;5.119765;52.10107;72;Utrecht;appartement
5 weken;5;Kernkampplantsoen 20;3870380;225000;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3870380;NA;3571PK;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49225743-kernkampplantsoen-20/;Verkocht onder voorbehoud;5.13777;52.1032;107;Utrecht;appartement
6 weken;3;Gazellestraat 24;3858828;245000;17111;Lauteslager Makelaars;http://m.funda.nl/obj.aspx?goi=3858828;NA;3523SV;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49203281-gazellestraat-24/;Verkocht onder voorbehoud;5.129693;52.07433;79;Utrecht;appartement
6 weken;4;Korfoedreef 131;3856632;175000;17401;Renkema & Jansen;http://m.funda.nl/obj.aspx?goi=3856632;NA;3562SH;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49201095-korfoedreef-131/;Verkocht onder voorbehoud;5.116806;52.1161;82;Utrecht;appartement
6 weken;2;Miles Davisstraat 173;3852325;179500;17395;Van Scherpenzeel Makelaars;http://m.funda.nl/obj.aspx?goi=3852325;NA;3543GT;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49207788-miles-davisstraat-173/;Verkocht onder voorbehoud;5.055609;52.10045;52;Utrecht;appartement
7 weken;2;Van Eysingalaan 199;3849408;165000;17111;Lauteslager Makelaars;http://m.funda.nl/obj.aspx?goi=3849408;NA;3527VE;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49294861-van-eysingalaan-199/;Verkocht onder voorbehoud;5.096212;52.0787;70;Utrecht;appartement
8 weken;4;Israëlslaan 12;3845280;239000;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3845280;NA;3582HL;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/utrecht/appartement-49290643-israelslaan-12/;Verkocht onder voorbehoud;5.14047;52.0793;75;Utrecht;appartement
2 maanden;1;Ina Boudier-Bakkerlaan 22;3836361;144500;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3836361;NA;3582VA;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49281724-ina-boudier-bakkerlaan-22/;Verkocht onder voorbehoud;5.134232;52.08121;30;Utrecht;appartement
2 maanden;2;Prinsenstraat 1 a;3811993;199000;17354;EELMANNIENHUYS Makelaars + Taxateurs;http://m.funda.nl/obj.aspx?goi=3811993;NA;3581JR;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49266356-prinsenstraat-1-a/;Verkocht onder voorbehoud;5.136205;52.09;48;Utrecht;appartement
2 maanden;3;Van Kleffenslaan 159;3811129;168500;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3811129;NA;3527CS;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49266582-van-kleffenslaan-159/;Verkocht onder voorbehoud;5.08981;52.0781;66;Utrecht;appartement
4 maanden;3;Gruttersdijk 55;3750603;289000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3750603;NA;3514BJ;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49105066-gruttersdijk-55/;Verkocht onder voorbehoud;5.114885;52.09947;70;Utrecht;appartement
5 maanden;4;Hartingstraat 146;3718461;325000;17111;Lauteslager Makelaars;http://m.funda.nl/obj.aspx?goi=3718461;NA;3511HV;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49163824-hartingstraat-146/;Verkocht onder voorbehoud;5.118294;52.08345;85;Utrecht;appartement
Vandaag;2;Predikherenkerkhof 20 bisA;3901210;270000;17123;Bas Makelaars;http://m.funda.nl/obj.aspx?goi=3901210;NA;3512TK;Brochure;http://www.funda.nl/koop/utrecht/appartement-49356673-predikherenkerkhof-20-bisa/;StatusBeschikbaar;5.117827;52.09575;51;Utrecht;appartement
3 weken;1;Willem Barentszstraat 57;3882511;99000;17413;IREA Makelaars BV;http://m.funda.nl/obj.aspx?goi=3882511;NA;3572PD;list();http://www.funda.nl/koop/utrecht/appartement-49237974-willem-barentszstraat-57/;StatusBeschikbaar;5.140893;52.09773;21;Utrecht;appartement
5 weken;3;Tolsteegplantsoen 3;3870625;210000;63130;StartHousing;http://m.funda.nl/obj.aspx?goi=3870625;NA;3523AA;list();http://www.funda.nl/koop/utrecht/appartement-85689624-tolsteegplantsoen-3/;StatusBeschikbaar;5.123613;52.07655;61;Utrecht;appartement
6 weken;3;Prinses Ireneplateau 82;3860287;249500;63174;Quest Vastgoed B.V.;http://m.funda.nl/obj.aspx?goi=3860287;NA;3554HW;list();http://www.funda.nl/koop/utrecht/appartement-85679286-prinses-ireneplateau-82/;StatusBeschikbaar;5.087508;52.11673;89;Utrecht;appartement
6+ maanden;2;Ravellaan 41;3527058;198000;24764;e-makelaar;http://m.funda.nl/obj.aspx?goi=3527058;NA;3533JG;list();http://www.funda.nl/koop/utrecht/appartement-49972411-ravellaan-41/;StatusBeschikbaar;5.091515;52.08327;75;Utrecht;appartement
6+ maanden;1;Mgr. van de Weteringstraat 128;3257887;99000;17163;ERA De Bree NVM Makelaars;http://m.funda.nl/obj.aspx?goi=3257887;NA;3581EN;list();http://www.funda.nl/koop/utrecht/appartement-49602240-mgr-van-de-weteringstraat-128/;StatusBeschikbaar;5.136192;52.09497;17;Utrecht;appartement
6+ maanden;2;Dommeringdreef 259;3075951;147500;14297;HUYSSHOP Internetmakelaar;http://m.funda.nl/obj.aspx?goi=3075951;NA;3562AR;Brochure;http://www.funda.nl/koop/utrecht/appartement-49420314-dommeringdreef-259/;StatusBeschikbaar;5.123145;52.11864;57;Utrecht;appartement
6+ maanden;1;Hartingstraat 22 C;2838150;1e+05;17259;Pauw Makelaardij;http://m.funda.nl/obj.aspx?goi=2838150;NA;3511HV;Brochure;http://www.funda.nl/koop/utrecht/appartement-48283513-hartingstraat-22-c/;StatusBeschikbaar;5.117406;52.08441;21;Utrecht;appartement
6+ maanden;1;Papaverstraat 47 4;1814450;68000;17253;ERA Makelaardij Utrecht;http://m.funda.nl/obj.aspx?goi=1814450;NA;3551EV;Brochure;http://www.funda.nl/koop/utrecht/appartement-47269813-papaverstraat-47-4/;StatusBeschikbaar;5.096637;52.10108;14;Utrecht;appartement
6+ maanden;3;Adriaan van Bergenstraat 24;1476059;207000;17395;Van Scherpenzeel Makelaars;http://m.funda.nl/obj.aspx?goi=1476059;NA;3554VE;Brochure;http://www.funda.nl/koop/utrecht/appartement-47821412-adriaan-van-bergenstraat-24/;StatusBeschikbaar;5.09279;52.1113;85;Utrecht;appartement
6+ maanden;4;Amsterdamsestraatweg 607 Bis A;1166790;219000;17111;Lauteslager Makelaars;http://m.funda.nl/obj.aspx?goi=1166790;NA;3553EJ;Brochure;http://www.funda.nl/koop/utrecht/appartement-47511153-amsterdamsestraatweg-607-bis-a/;StatusBeschikbaar;5.083766;52.11033;110;Utrecht;appartement
7 weken;4;Balistraat 3;3853707;287500;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3853707;54;3531PS;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49208160-balistraat-3/;Verkocht onder voorbehoud;5.10058;52.09272;81;Utrecht;woonhuis
8 weken;3;Thinsstraat 23;3841840;315000;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3841840;40;3581EP;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49296203-thinsstraat-23/;Verkocht onder voorbehoud;5.13188;52.093;64;Utrecht;woonhuis
8 weken;5;Lauwerecht 129 & 129bs;3836317;699000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3836317;190;3515GR;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49281770-lauwerecht-129-en-129bs/;Verkocht onder voorbehoud;5.112102;52.1026;176;Utrecht;woonhuis
2 maanden;4;Korenbloemstraat 22;3818765;225000;62637;Jan Wolters Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3818765;71;3551GN;c("Video", "Plattegrond", "360-fotos");http://www.funda.nl/koop/utrecht/huis-85627764-korenbloemstraat-22/;Verkocht onder voorbehoud;5.094685;52.10273;76;Utrecht;woonhuis
4 maanden;7;Prinses Beatrixlaan 6;3767823;469000;17385;Punt Makelaars Utrecht;http://m.funda.nl/obj.aspx?goi=3767823;182;3554JK;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49112286-prinses-beatrixlaan-6/;Verkocht onder voorbehoud;5.085332;52.11651;135;Utrecht;woonhuis
5 maanden;3;Gildstraat 174;3716236;350000;17117;Brecheisen Makelaars Utrecht B.V.;http://m.funda.nl/obj.aspx?goi=3716236;85;3572EV;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49161699-gildstraat-174/;Verkocht onder voorbehoud;5.1359;52.0972;74;Utrecht;woonhuis
7 weken;8;F.C. Dondersstraat 22;3848667;1295000;17402;Grifhorst Makelaardij B.V.;http://m.funda.nl/obj.aspx?goi=3848667;147;3572JH;list();http://www.funda.nl/koop/utrecht/huis-49293020-fc-dondersstraat-22/;StatusBeschikbaar;5.138439;52.09655;258;Utrecht;woonhuis
2 maanden;5;Derde Westerparklaan 302;3795258;699000;17228;Beumer Garantiemakelaars;http://m.funda.nl/obj.aspx?goi=3795258;342;3544NH;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49140611-derde-westerparklaan-302/;Verkocht onder voorbehoud;5.043839;52.09066;176;Utrecht;woonhuis
5 weken;5;Anton Koolhaasstraat 25;3866146;329000;17222;Brecheisen Makelaars Vleuten / De Meern B.V.;http://m.funda.nl/obj.aspx?goi=3866146;115;3544HV;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/huis-49211509-anton-koolhaasstraat-25/;OnderBod;5.053953;52.09654;106;Utrecht;woonhuis
2 weken;4;Flamingostraat 30 -bis;3888545;375000;17461;Ingrid van Eck Makelaardij;http://m.funda.nl/obj.aspx?goi=3888545;NA;3582SX;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49233908-flamingostraat-30-bis/;Verkocht onder voorbehoud;5.127136;52.07859;91;Utrecht;appartement
3 weken;2;Miles Davisstraat 295;3879654;199750;17228;Beumer Garantiemakelaars;http://m.funda.nl/obj.aspx?goi=3879654;NA;3543GT;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49224017-miles-davisstraat-295/;Verkocht onder voorbehoud;5.055609;52.10045;58;Utrecht;appartement
6 weken;3;Marowijnedreef 9;3862091;169500;17401;Renkema & Jansen;http://m.funda.nl/obj.aspx?goi=3862091;NA;3563SE;c("Video", "Plattegrond", "360-fotos", "Brochure");http://www.funda.nl/koop/utrecht/appartement-49217454-marowijnedreef-9/;Verkocht onder voorbehoud;5.099634;52.12061;88;Utrecht;appartement
